愛 - あい	[Noun, Noun - used as a suffix] 1. love; affection; care {See also 愛する} [Noun] 2. attachment; craving; desire {Buddhist term}
愛情 - あいじょう	[Noun, No-adjective] 1. love; affection
合図 - あいず	[Noun, Suru verb] 1. sign; signal | Other forms: 相図 【あいず】
アイスクリーム - アイスクリーム	[Noun] 1. ice cream; icecream
愛する - あいする	[Suru verb - special class, Transitive verb] 1. to love
相手 - あいて	[Noun] 1. companion; partner; company 2. other party; addressee 3. opponent (sports, etc.)
生憎 - あいにく	[Na-adjective, Adverb, Noun, No-adjective] 1. unfortunately; Sorry, but ... {Usually written using kana alone} | Other forms: 合憎 【あいにく】 [Notes] 合憎: Irregular kanji usage.
アイロン - アイロン	[Noun] 1. iron (for pressing clothes) 2. hair iron; hair tong; curling tong
アウト - アウト	[Noun] 1. out [Wikipedia definition] 2. Out
明かり - あかり	[Noun] 1. light; illumination; glow; gleam {Only applies to 明かり, Only applies to 明り} 2. lamp; light {See also 明かりを消す} | Other forms: 明り 【あかり】、灯り 【あかり】、灯 【あかり】、灯かり 【あかり】、灯火 【あかり】 [Notes] 灯火: Irregular kanji usage.
空き - あき	[Noun] 1. space; room; emptiness; gap 2. opening; vacancy; empty seat 3. free time; time to spare 4. disuse; unused thing | Other forms: 明き 【あき】
明らか - あきらか	[Na-adjective, Noun] 1. obvious; evident; clear; plain | Other forms: 顕らか 【あきらか】 [Notes] 顕らか: Irregular kanji usage.
諦める - あきらめる	[Ichidan verb, Transitive verb] 1. to give up; to abandon (hope, plans); to resign oneself (to)
飽きる - あきる	[Ichidan verb, intransitive verb] 1. to get tired of; to lose interest in; to have enough | Other forms: 厭きる 【あきる】、倦きる 【あきる】、倦る 【あきる】 [Notes] 倦る: Irregular okurigana usage.
握手 - あくしゅ	[Noun, Suru verb] 1. handshake
悪魔 - あくま	[Noun] 1. devil; demon; fiend 2. Satan; the Devil {See also サタン, in Christianity and Judaism} 3. Māra; evil spirits or forces that hinder one's path to enlightenment {Buddhist term}
開ける - あける	[Ichidan verb, Transitive verb] 1. to open (a door, etc.); to unwrap (e.g. parcel, package); to unlock {Only applies to 開ける} 2. to open (for business, etc.) {Only applies to 開ける} 3. to empty; to remove; to make space; to make room {esp. 空ける} 4. to move out; to clear out {esp. 空ける} 5. to be away from (e.g. one's house); to leave (temporarily) {esp. 空ける} [Ichidan verb, intransitive verb] 6. to dawn; to grow light {esp. 明ける} 7. to end (of a period, season) {esp. 明ける} 8. to begin (of the New Year) {esp. 明ける} 9. to leave (one's schedule) open; to make time (for) {esp. 明ける} 10. to make (a hole); to open up (a hole) | Other forms: 空ける 【あける】、明ける 【あける】
明後日 - あさって	[Adverbial noun, Temporal noun] 1. day after tomorrow | Other forms: 明後日 【みょうごにち】
預ける - あずける	[Ichidan verb, Transitive verb] 1. to give into custody; to leave (a child) in the care of; to entrust; to deposit {See also 預かる} 2. to lean on; to put one's weight on
汗 - あせ	[Noun] 1. sweat; perspiration 2. moisture; condensation
値 - あたい	[Noun, No-adjective] 1. price; cost 2. value; worth; merit 3. value; count; number {Mathematics, Only applies to あたい} 4. variable (computer programming, programing) {Computer terminology, Only applies to あたい} [Wikipedia definition] 5. Value | Other forms: 価 【あたい】、價 【あたい】、値 【ね】、直 【ね】 [Notes] 價: Out-dated kanji.
与える - あたえる	[Ichidan verb, Transitive verb] 1. to give (esp. to someone of lower status); to bestow; to grant; to confer; to present; to award 2. to provide; to afford; to offer; to supply 3. to assign 4. to cause 5. to pass (a variable to a function) {Computer terminology}
